ACX,ACY,ACZ,RTX,RTY,RTZ,muestra,muestreo
3.05,8.11,-2.06,0.37,-0.95,-0.2,209624,5
3,8.06,-2.09,0.35,-0.96,-0.17,209625,5
2.94,8.02,-2.13,0.34,-0.96,-0.14,209626,5
2.89,7.99,-2.15,0.33,-0.97,-0.11,209627,5
2.85,7.97,-2.18,0.33,-0.97,-0.08,209628,5
2.8,7.96,-2.2,0.33,-0.97,-0.05,209629,5
2.76,7.94,-2.23,0.34,-0.97,-0.02,209630,5
2.72,7.94,-2.26,0.35,-0.98,0,209631,5
2.7,7.95,-2.28,0.37,-0.98,0.03,209632,5
2.69,7.97,-2.31,0.4,-0.97,0.06,209633,6
2.69,8.01,-2.34,0.43,-0.97,0.08,209634,5
2.68,8.05,-2.36,0.46,-0.96,0.1,209635,5
2.67,8.08,-2.4,0.49,-0.94,0.11,209636,5
2.66,8.12,-2.45,0.52,-0.92,0.13,209637,5
2.63,8.17,-2.51,0.55,-0.9,0.14,209638,5
2.59,8.21,-2.58,0.57,-0.88,0.15,209639,5
2.56,8.25,-2.67,0.59,-0.86,0.16,209640,5
2.54,8.3,-2.76,0.61,-0.84,0.18,209641,5
2.51,8.34,-2.85,0.62,-0.82,0.19,209642,5
2.48,8.4,-2.96,0.63,-0.8,0.21,209643,6
2.47,8.45,-3.06,0.63,-0.77,0.23,209644,5
2.45,8.52,-3.16,0.62,-0.75,0.25,209645,6
2.45,8.58,-3.24,0.6,-0.72,0.27,209646,5
2.45,8.66,-3.34,0.57,-0.69,0.29,209647,6
2.46,8.73,-3.43,0.53,-0.67,0.31,209648,5
2.48,8.8,-3.49,0.5,-0.64,0.33,209649,5
2.49,8.87,-3.56,0.45,-0.61,0.35,209650,5
2.53,8.94,-3.63,0.41,-0.58,0.37,209651,5
2.55,8.97,-3.69,0.37,-0.54,0.38,209652,5
2.59,9.02,-3.75,0.33,-0.51,0.39,209653,5
2.63,9.05,-3.82,0.28,-0.48,0.41,209654,5
2.67,9.08,-3.87,0.25,-0.44,0.41,209655,5
2.73,9.12,-3.93,0.21,-0.41,0.42,209656,5
2.79,9.16,-3.97,0.17,-0.38,0.43,209657,5
2.87,9.19,-4.01,0.14,-0.35,0.42,209658,5
2.92,9.19,-4.05,0.11,-0.32,0.42,209659,5
