ACX,ACY,ACZ,RTX,RTY,RTZ,muestra,muestreo
-0.12,0.53,10.36,-0.2,0.13,-0.05,233315,5
-0.12,0.53,10.35,-0.2,0.13,-0.05,233316,5
-0.12,0.53,10.33,-0.19,0.14,-0.05,233317,5
-0.12,0.52,10.32,-0.18,0.14,-0.05,233318,5
-0.12,0.52,10.3,-0.18,0.14,-0.05,233319,5
-0.12,0.52,10.29,-0.17,0.14,-0.05,233320,5
-0.12,0.51,10.28,-0.16,0.14,-0.04,233321,5
-0.12,0.51,10.27,-0.16,0.15,-0.04,233322,5
-0.13,0.5,10.27,-0.15,0.15,-0.04,233323,6
-0.12,0.5,10.25,-0.14,0.15,-0.04,233324,6
-0.12,0.5,10.24,-0.13,0.15,-0.04,233325,5
-0.13,0.49,10.23,-0.12,0.15,-0.04,233326,6
-0.14,0.49,10.22,-0.11,0.14,-0.04,233327,5
-0.14,0.49,10.21,-0.09,0.14,-0.04,233328,6
-0.13,0.49,10.22,-0.08,0.14,-0.04,233329,5
-0.13,0.49,10.21,-0.07,0.14,-0.04,233330,5
-0.14,0.49,10.21,-0.06,0.14,-0.04,233331,5
-0.14,0.49,10.19,-0.05,0.13,-0.04,233332,5
-0.14,0.49,10.18,-0.04,0.13,-0.04,233333,5
-0.14,0.49,10.18,-0.03,0.12,-0.04,233334,5
-0.14,0.49,10.17,-0.02,0.12,-0.04,233335,5
-0.14,0.49,10.17,-0.01,0.12,-0.04,233336,5
-0.14,0.49,10.16,0,0.11,-0.04,233337,5
-0.14,0.48,10.16,0.02,0.11,-0.04,233338,5
-0.15,0.48,10.16,0.03,0.1,-0.04,233339,5
-0.15,0.48,10.17,0.04,0.1,-0.04,233340,5
-0.15,0.49,10.17,0.05,0.09,-0.04,233341,5
-0.15,0.49,10.16,0.06,0.09,-0.04,233342,5
-0.16,0.49,10.17,0.07,0.08,-0.04,233343,6
-0.16,0.49,10.17,0.09,0.07,-0.04,233344,5
-0.15,0.5,10.18,0.1,0.07,-0.04,233345,5
-0.16,0.5,10.17,0.11,0.06,-0.04,233346,5
-0.16,0.5,10.17,0.12,0.05,-0.04,233347,5
-0.16,0.5,10.18,0.13,0.05,-0.04,233348,5
-0.16,0.51,10.18,0.14,0.04,-0.04,233349,5
-0.16,0.51,10.19,0.14,0.03,-0.05,233350,5
-0.16,0.51,10.2,0.15,0.03,-0.05,233351,5
-0.16,0.51,10.21,0.16,0.02,-0.05,233352,5
-0.16,0.51,10.23,0.17,0.01,-0.05,233353,5
-0.16,0.51,10.24,0.18,0.01,-0.05,233354,5
-0.16,0.51,10.24,0.18,0,-0.05,233355,5
-0.16,0.52,10.24,0.19,0,-0.05,233356,5
-0.16,0.52,10.26,0.2,-0.01,-0.05,233357,5
-0.16,0.52,10.27,0.2,-0.02,-0.05,233358,5
-0.17,0.53,10.28,0.21,-0.02,-0.05,233359,5
-0.17,0.54,10.28,0.21,-0.03,-0.05,233360,5
-0.17,0.54,10.29,0.22,-0.04,-0.05,233361,5
-0.16,0.55,10.3,0.22,-0.04,-0.05,233362,5
-0.16,0.55,10.31,0.22,-0.05,-0.05,233363,7
-0.17,0.55,10.32,0.22,-0.06,-0.05,233364,7
-0.17,0.55,10.33,0.23,-0.06,-0.05,233365,5
-0.17,0.56,10.35,0.23,-0.07,-0.05,233366,5
-0.17,0.57,10.36,0.23,-0.07,-0.05,233367,5
-0.18,0.58,10.37,0.23,-0.08,-0.05,233368,5
-0.17,0.58,10.38,0.22,-0.08,-0.05,233369,5
