ACX,ACY,ACZ,RTX,RTY,RTZ,muestra,muestreo
0.4,0.18,10.62,-0.44,1.1,-0.69,62946,5
0.39,0.16,10.63,-0.39,1.13,-0.71,62947,5
0.38,0.13,10.64,-0.35,1.15,-0.73,62948,5
0.37,0.11,10.65,-0.3,1.16,-0.75,62949,5
0.35,0.08,10.67,-0.24,1.17,-0.76,62950,5
0.32,0.04,10.67,-0.19,1.18,-0.78,62951,5
0.28,-0.01,10.68,-0.11,1.17,-0.79,62952,6
0.23,-0.05,10.68,-0.05,1.16,-0.8,62953,5
0.17,-0.1,10.68,0.02,1.15,-0.81,62954,5
0.11,-0.12,10.71,0.09,1.12,-0.81,62955,5
0.06,-0.17,10.68,0.16,1.09,-0.82,62956,5
0,-0.21,10.69,0.24,1.05,-0.81,62957,5
-0.06,-0.23,10.69,0.32,1,-0.81,62958,5
-0.1,-0.26,10.69,0.4,0.95,-0.8,62959,5
-0.14,-0.28,10.69,0.47,0.9,-0.79,62960,5
-0.19,-0.3,10.69,0.55,0.84,-0.78,62961,5
-0.24,-0.31,10.7,0.63,0.77,-0.77,62962,5
-0.28,-0.32,10.7,0.7,0.71,-0.76,62963,5
-0.34,-0.33,10.7,0.77,0.64,-0.74,62964,5
-0.38,-0.33,10.71,0.84,0.57,-0.72,62965,5
-0.41,-0.33,10.7,0.9,0.51,-0.71,62966,5
-0.44,-0.31,10.7,0.96,0.43,-0.69,62967,5
-0.48,-0.3,10.7,1.02,0.35,-0.67,62968,5
-0.51,-0.29,10.69,1.08,0.27,-0.65,62969,5
-0.53,-0.27,10.69,1.13,0.19,-0.63,62970,5
-0.55,-0.24,10.69,1.18,0.1,-0.61,62971,5
-0.35,0.41,10.66,1.29,-0.89,-0.42,62972,68
-0.31,0.46,10.65,1.25,-0.93,-0.42,62973,5
-0.27,0.51,10.65,1.21,-0.97,-0.41,62974,5
-0.23,0.55,10.64,1.17,-1.01,-0.41,62975,5
-0.18,0.58,10.64,1.12,-1.04,-0.41,62976,5
-0.13,0.62,10.64,1.07,-1.07,-0.41,62977,5
-0.09,0.65,10.63,1.01,-1.09,-0.41,62978,5
-0.04,0.67,10.62,0.95,-1.1,-0.41,62979,5
0.01,0.68,10.61,0.89,-1.1,-0.42,62980,5
0.06,0.69,10.59,0.81,-1.1,-0.42,62981,6
0.11,0.69,10.59,0.74,-1.09,-0.42,62982,5
0.14,0.69,10.58,0.66,-1.08,-0.43,62983,5
0.18,0.7,10.58,0.59,-1.06,-0.43,62984,5
0.21,0.69,10.58,0.51,-1.03,-0.44,62985,5
0.24,0.68,10.56,0.43,-1,-0.44,62986,5
0.28,0.67,10.55,0.35,-0.96,-0.44,62987,5
0.31,0.66,10.55,0.27,-0.92,-0.45,62988,5
0.34,0.64,10.53,0.19,-0.87,-0.45,62989,5
0.37,0.62,10.52,0.11,-0.82,-0.45,62990,5
0.39,0.61,10.51,0.03,-0.77,-0.46,62991,5
0.42,0.59,10.49,-0.04,-0.71,-0.46,62992,5
0.43,0.57,10.48,-0.12,-0.64,-0.46,62993,5
0.45,0.54,10.47,-0.2,-0.58,-0.46,62994,5
0.46,0.52,10.46,-0.27,-0.51,-0.47,62995,5
0.47,0.5,10.45,-0.34,-0.44,-0.47,62996,5
0.49,0.48,10.43,-0.41,-0.36,-0.47,62997,5
0.5,0.47,10.42,-0.47,-0.29,-0.47,62998,5
0.51,0.45,10.42,-0.53,-0.21,-0.47,62999,5
0.51,0.43,10.41,-0.59,-0.14,-0.48,63000,5
0.51,0.41,10.4,-0.65,-0.06,-0.48,63001,5
0.52,0.39,10.39,-0.7,0.01,-0.48,63002,5
0.52,0.37,10.37,-0.74,0.08,-0.48,63003,5
0.51,0.36,10.36,-0.79,0.16,-0.49,63004,5
0.5,0.34,10.35,-0.82,0.23,-0.49,63005,5
0.5,0.33,10.34,-0.86,0.29,-0.49,63006,5
0.49,0.32,10.32,-0.89,0.36,-0.5,63007,5
0.48,0.3,10.31,-0.91,0.42,-0.5,63008,5
0.46,0.28,10.29,-0.93,0.48,-0.5,63009,5
0.45,0.26,10.27,-0.95,0.53,-0.51,63010,5
0.44,0.25,10.25,-0.96,0.58,-0.51,63011,5
0.42,0.23,10.23,-0.96,0.62,-0.52,63012,5
0.4,0.21,10.21,-0.96,0.67,-0.52,63013,5
0.38,0.19,10.18,-0.96,0.7,-0.52,63014,5
0.36,0.17,10.16,-0.95,0.73,-0.53,63015,5
0.33,0.16,10.13,-0.94,0.76,-0.53,63016,5
0.3,0.13,10.1,-0.92,0.78,-0.53,63017,5
0.26,0.11,10.07,-0.9,0.79,-0.53,63018,5
0.23,0.09,10.04,-0.87,0.8,-0.53,63019,5
0.2,0.06,10.01,-0.84,0.8,-0.54,63020,5
0.17,0.04,9.98,-0.8,0.8,-0.54,63021,5
0.13,0.01,9.96,-0.76,0.79,-0.54,63022,5
0.08,-0.01,9.93,-0.72,0.77,-0.53,63023,5
0.04,-0.03,9.92,-0.67,0.75,-0.53,63024,5
0,-0.05,9.89,-0.62,0.72,-0.53,63025,5
-0.02,-0.07,9.87,-0.57,0.69,-0.52,63026,5
-0.05,-0.08,9.86,-0.52,0.65,-0.52,63027,5
-0.08,-0.1,9.85,-0.46,0.61,-0.51,63028,5
-0.1,-0.11,9.84,-0.4,0.57,-0.5,63029,5
-0.13,-0.12,9.83,-0.34,0.52,-0.49,63030,5
-0.15,-0.12,9.83,-0.29,0.47,-0.49,63031,5
-0.17,-0.12,9.82,-0.23,0.42,-0.48,63032,5
-0.19,-0.12,9.82,-0.17,0.37,-0.47,63033,5
-0.2,-0.12,9.83,-0.11,0.31,-0.46,63034,5
-0.22,-0.11,9.84,-0.06,0.25,-0.45,63035,5
-0.22,-0.11,9.85,0,0.2,-0.44,63036,5
-0.24,-0.1,9.87,0.05,0.14,-0.43,63037,5
-0.25,-0.09,9.89,0.1,0.08,-0.42,63038,5
-0.25,-0.08,9.91,0.15,0.02,-0.41,63039,5
-0.25,-0.07,9.92,0.2,-0.03,-0.4,63040,5
-0.25,-0.05,9.94,0.25,-0.09,-0.39,63041,5
-0.24,-0.04,9.96,0.29,-0.14,-0.38,63042,5
-0.23,-0.01,10,0.34,-0.21,-0.37,63043,6
-0.22,0.01,10.02,0.37,-0.26,-0.36,63044,5
-0.21,0.03,10.05,0.41,-0.3,-0.35,63045,5
-0.2,0.05,10.08,0.44,-0.35,-0.34,63046,5
-0.19,0.07,10.13,0.46,-0.39,-0.33,63047,5
-0.17,0.09,10.16,0.49,-0.43,-0.32,63048,5
-0.15,0.12,10.2,0.51,-0.47,-0.31,63049,5
-0.13,0.14,10.23,0.53,-0.5,-0.3,63050,5
-0.11,0.16,10.26,0.54,-0.53,-0.3,63051,5
-0.08,0.18,10.3,0.55,-0.55,-0.29,63052,5
-0.06,0.2,10.33,0.56,-0.58,-0.28,63053,5
-0.04,0.23,10.36,0.56,-0.59,-0.27,63054,5
-0.02,0.25,10.4,0.56,-0.6,-0.27,63055,5
0.01,0.27,10.45,0.56,-0.61,-0.26,63056,5
0.04,0.29,10.48,0.55,-0.62,-0.25,63057,5
0.06,0.3,10.52,0.54,-0.62,-0.25,63058,5
0.15,0.35,10.64,0.48,-0.58,-0.23,63059,20
0.16,0.36,10.66,0.46,-0.56,-0.22,63060,5
0.27,0.4,10.83,0.27,-0.35,-0.19,63061,35
0.28,0.4,10.84,0.25,-0.31,-0.19,63062,5
0.28,0.4,10.85,0.22,-0.27,-0.19,63063,5
0.29,0.4,10.86,0.19,-0.23,-0.19,63064,5
0.3,0.4,10.87,0.16,-0.18,-0.18,63065,5
0.3,0.39,10.86,0.13,-0.14,-0.18,63066,5
0.31,0.39,10.87,0.1,-0.1,-0.18,63067,5
0.31,0.39,10.86,0.07,-0.05,-0.18,63068,5
0.31,0.38,10.86,0.05,-0.01,-0.18,63069,5
0.31,0.37,10.87,0.02,0.04,-0.18,63070,5
0.3,0.37,10.86,0,0.08,-0.18,63071,5
0.3,0.36,10.85,-0.03,0.12,-0.18,63072,5
0.29,0.35,10.85,-0.05,0.16,-0.18,63073,5
0.29,0.35,10.85,-0.07,0.19,-0.18,63074,5
0.28,0.34,10.84,-0.09,0.23,-0.18,63075,5
0.26,0.34,10.82,-0.11,0.26,-0.18,63076,5
0.24,0.32,10.8,-0.12,0.29,-0.18,63077,5
