ACX,ACY,ACZ,SumaCuadratica,FiltroGauss
9.92202,0.562256,2.02173,10.1415,14.6495
9.94116,0.562256,2.05523,10.1669,14.6616
9.96509,0.516797,2.08872,10.1947,14.6746
9.97466,0.430664,2.11504,10.2055,14.6837
9.98184,0.332568,2.12461,10.2109,14.6836
9.99619,0.186621,2.13896,10.2242,14.6689
10.0105,0.011963,2.13179,10.235,14.6357
10.0201,-0.189014,2.10308,10.2402,14.5816
10.044,-0.413916,2.05044,10.2596,14.507
10.0775,-0.667529,1.99063,10.2939,14.415
10.1062,-0.92832,1.89253,10.3237,14.3108
10.1302,-1.17954,1.79204,10.3549,14.2007
10.1637,-1.46665,1.66284,10.4027,14.0913
10.202,-1.75376,1.5145,10.4618,13.9891
10.2522,-2.03369,1.34463,10.5381,13.8988
10.2977,-2.30405,1.15801,10.6156,13.8237
10.3479,-2.56006,0.961816,10.7032,13.7639
10.3838,-2.81367,0.753662,10.7846,13.7163
10.4364,-3.04336,0.531152,10.8841,13.6754
10.4723,-3.23237,0.342139,10.9652,13.6353
10.5752,-3.56733,-0.045459,11.1608,13.5915
10.5632,-3.71567,-0.311035,11.202,13.5436
10.6207,-3.79224,-0.531152,11.2899,13.4949
10.769,-3.84248,-0.729736,11.4572,13.4514
10.8121,-3.79702,-0.863721,11.4919,13.4193
10.781,-3.78267,-0.971387,11.4665,13.4032
10.8575,-3.81616,-1.0958,11.5607,13.4056
10.9221,-3.79224,-1.23935,11.628,13.4264
10.8623,-3.74438,-1.34702,11.5683,13.4644
10.8647,-3.76592,-1.46186,11.5914,13.5173
10.8814,-3.84487,-1.57432,11.6476,13.583
10.8168,-3.92383,-1.65088,11.6244,13.6593
10.757,-4.00278,-1.71548,11.6051,13.745
10.7403,-4.0626,-1.79443,11.6223,13.8393
10.6876,-4.07217,-1.85425,11.5865,13.9415
10.6015,-4.03389,-1.91885,11.5042,14.0512
10.5584,-4.00757,-2.00737,11.4704,14.1675
10.4843,-3.99082,-2.10547,11.414,14.2895
10.3718,-3.95972,-2.20596,11.319,14.4155
10.2833,-3.9334,-2.31841,11.2514,14.5441
10.1039,-3.83291,-2.52656,11.0979,14.6736
10.0034,-3.77788,-2.72515,11.0348,14.8023
9.92681,-3.70371,-2.97876,11.006,14.9287
9.72105,-3.54341,-3.11992,10.8069,15.0513
9.52007,-3.41182,-3.2228,10.6141,15.1684
9.67319,-2.9333,-3.30894,10.636,15.2789
9.46504,-2.55049,-3.44292,10.3897,15.3821
9.29277,-2.6103,-3.61997,10.3089,15.4781
9.35259,-2.88306,-3.85444,10.5185,15.5671
9.4124,-3.15581,-4.0937,10.7383,15.65
9.4794,-3.37832,-4.254,10.9256,15.7279
9.56553,-3.48359,-4.36406,11.0761,15.8015
9.68037,-3.42378,-4.43105,11.1833,15.8719
9.80957,-3.25391,-4.44062,11.2488,15.94
9.88613,-3.10078,-4.40234,11.2575,16.0065
9.83828,-3.1606,-4.34014,11.2079,16.0722
9.71387,-3.32329,-4.23726,11.1067,16.1375
9.47222,-3.58169,-4.06499,10.9122,16.2021
9.18271,-3.86401,-3.87119,10.6883,16.2656
8.9291,-4.10806,-3.67739,10.4942,16.3272
8.17783,-4.0626,-3.11274,9.64732,16.3859
8.08931,-4.22769,-2.74668,9.53176,16.4408
8.13237,-4.43823,-2.68208,9.64505,16.4911
7.70171,-4.3832,-2.63423,9.24489,16.5361
7.72324,-4.45498,-2.58877,9.28424,16.5753
8.07974,-4.6416,-2.55527,9.66209,16.6083
8.0606,-4.65596,-2.44522,9.62446,16.6348
7.94097,-4.59854,-2.32559,9.46646,16.654
8.12998,-4.63921,-2.22749,9.62188,16.6652
8.29268,-4.7062,-2.13179,9.77043,16.6674
8.29746,-4.72773,-2.03848,9.76497,16.6598
8.40513,-4.82344,-1.95234,9.88551,16.6422
8.56304,-4.85215,-1.8686,10.018,16.6148
8.56782,-4.74688,-1.77529,9.9545,16.5781
8.59893,-4.62964,-1.6772,9.90899,16.533
8.68745,-4.53633,-1.57432,9.92615,16.4808
8.69702,-4.41431,-1.4834,9.86533,16.4226
8.65395,-4.25879,-1.4188,9.74891,16.3597
8.6396,-4.1272,-1.37095,9.67243,16.2935
8.64438,-4.04106,-1.36377,9.63927,16.2257
8.57978,-3.91904,-1.33745,9.52683,16.1576
8.575,-3.80659,-1.3231,9.47477,16.0906
8.58457,-3.6439,-1.28242,9.41368,16.0261
8.54868,-3.44771,-1.23696,9.30036,15.9647
8.57261,-3.30415,-1.21304,9.26706,15.9069
8.61567,-3.18452,-1.22261,9.26638,15.8528
8.66113,-3.06729,-1.2561,9.27369,15.8021
8.69702,-2.84717,-1.26567,9.23832,15.7537
8.8023,-2.60791,-1.23457,9.26314,15.7068
8.87407,-2.37105,-1.18193,9.2611,15.6599
8.89321,-2.21313,-1.11016,9.23145,15.6118
8.88364,-2.13896,-1.05513,9.19824,15.5614
8.96978,-2.14136,-0.995313,9.27539,15.5081
8.98652,-2.13657,-0.937891,9.28451,15.452
8.93389,-2.06001,-0.832617,9.20604,15.3936
9.05591,-2.0313,-0.763232,9.31226,15.3339
9.13008,-1.96909,-0.665137,9.36366,15.2745
9.06787,-1.81836,-0.509619,9.26242,15.2168
9.15879,-1.70591,-0.351709,9.32294,15.1623
9.29995,-1.60303,-0.186621,9.43894,15.1121
9.26406,-1.3853,0.0646,9.36729,15.0667
9.27842,-1.16279,0.320605,9.35649,15.0266
9.42915,-0.940283,0.60293,9.49508,14.9919
9.45068,-0.679492,0.935498,9.52115,14.9627
9.39087,-0.437842,1.31592,9.49272,14.939
9.40762,-0.270361,1.68916,9.56188,14.9205
9.41719,-0.131592,2.07197,9.64333,14.9064
9.35019,-0.059814,2.45239,9.66664,14.8954
9.27603,-0.086133,2.78735,9.68614,14.8863
9.20186,-0.239258,3.14624,9.72781,14.8778
9.0894,-0.490479,3.47881,9.74474,14.8693
8.99849,-0.801514,3.7707,9.78945,14.861
8.90757,-1.14844,4.01475,9.83778,14.8539
8.80469,-1.5169,4.19897,9.87192,14.8492
