ACX,ACY,ACZ,SumaCuadratica,FiltroGauss
9.10376,-3.50991,0.267969,9.76062,14.8641
9.11094,-3.54819,0.263184,9.78101,14.8578
9.11811,-3.58408,0.260791,9.8007,14.8557
9.13486,-3.61758,0.23208,9.82784,14.8583
9.14443,-3.63433,0.229688,9.84285,14.8662
9.17314,-3.64629,0.208154,9.87347,14.8798
9.20425,-3.64868,0.205762,9.9032,14.8997
9.23774,-3.6415,0.196191,9.93151,14.9265
9.27842,-3.62476,0.189014,9.96311,14.9607
9.33584,-3.59605,0.184229,10.0062,15.0027
9.39565,-3.54819,0.196191,10.0452,15.053
9.45786,-3.47642,0.217725,10.0789,15.1114
9.51768,-3.40703,0.236865,10.1119,15.1777
9.58227,-3.31133,0.267969,10.1418,15.2508
9.6373,-3.21563,0.279932,10.1635,15.3294
9.69233,-3.11753,0.291895,10.1856,15.4115
9.75215,-3.02422,0.294287,10.2145,15.4949
9.79043,-2.93809,0.294287,10.226,15.5768
9.82393,-2.86392,0.29668,10.2372,15.6544
9.85981,-2.78496,0.30625,10.2502,15.725
9.8981,-2.71079,0.299072,10.2669,15.786
9.93159,-2.64141,0.294287,10.2811,15.8351
9.97466,-2.5792,0.287109,10.3067,15.8708
10.001,-2.53852,0.279932,10.3219,15.8919
10.0249,-2.50742,0.29668,10.338,15.8978
10.0464,-2.49067,0.299072,10.3549,15.8885
10.0488,-2.49067,0.299072,10.3572,15.8643
10.0464,-2.50024,0.301465,10.3573,15.8261
10.044,-2.52895,0.322998,10.3626,15.7751
10.0273,-2.57202,0.339746,10.3575,15.7127
9.99619,-2.63423,0.344531,10.3432,15.6407
9.95073,-2.71079,0.344531,10.3191,15.5613
9.89092,-2.81367,0.325391,10.2885,15.4765
9.81196,-2.92373,0.287109,10.2423,15.3888
9.72344,-3.04097,0.236865,10.1906,15.3002
9.63013,-3.15342,0.179443,10.1349,15.2126
9.52246,-3.28979,0.090918,10.0751,15.1274
9.40522,-3.43574,0,10.0131,15.046
9.27124,-3.5769,-0.090918,9.93773,14.9693
9.13965,-3.72524,-0.184229,9.8714,14.8986
9.00327,-3.8688,-0.277539,9.80324,14.8353
8.87646,-4.00039,-0.37085,9.74332,14.7814
8.76162,-4.10806,-0.449805,9.68733,14.7396
8.65874,-4.21333,-0.545508,9.64487,14.7128
8.575,-4.2875,-0.62207,9.6073,14.7042
8.5104,-4.33774,-0.693848,9.57728,14.7169
8.45059,-4.37603,-0.756055,9.54639,14.753
8.40752,-4.3832,-0.806299,9.51572,14.8139
8.38359,-4.35928,-0.837402,9.48626,14.8997
8.39316,-4.28989,-0.849365,9.46413,15.0093
8.43623,-4.17744,-0.823047,9.44978,15.1403
8.51997,-4.02192,-0.768018,9.45281,15.289
8.63003,-3.84248,-0.681885,9.47138,15.4506
8.76162,-3.65107,-0.595752,9.51059,15.6187
8.91475,-3.4812,-0.52876,9.58494,15.7856
9.06309,-3.33765,-0.44502,9.66837,15.9432
9.20186,-3.21802,-0.354102,9.75475,16.0838
9.34302,-3.12231,-0.270361,9.85464,16.2007
9.48897,-3.03379,-0.172266,9.96363,16.2892
9.63491,-2.97637,-0.078955,10.0845,16.3467
9.78325,-2.93569,-0.011963,10.2142,16.3729
9.90527,-2.90698,0.023926,10.3231,16.3688
10.0153,-2.89502,0.055029,10.4255,16.3366
10.1158,-2.89741,0.057422,10.5227,16.279
10.1852,-2.9022,0.052637,10.5907,16.1991
10.2474,-2.92612,0.033496,10.6571,16.1003
10.312,-2.95962,0.004785,10.7283,15.9864
10.3479,-2.9979,-0.055029,10.7736,15.8612
10.3646,-3.02422,-0.117236,10.7975,15.729
10.3958,-3.05532,-0.193799,10.8372,15.5938
10.4149,-3.08643,-0.284717,10.8663,15.4594
10.4149,-3.09839,-0.37085,10.8723,15.3284
10.4077,-3.10557,-0.459375,10.8709,15.2028
10.4077,-3.11274,-0.552686,10.8773,15.0836
10.3981,-3.10078,-0.648389,10.87,14.9711
10.3838,-3.08164,-0.739307,10.8566,14.8657
10.3599,-3.05771,-0.815869,10.8325,14.7678
10.3335,-3.02422,-0.885254,10.8033,14.6783
10.2905,-2.99551,-0.945068,10.7592,14.5978
10.2402,-2.97637,-0.98335,10.7093,14.5268
10.1828,-2.96919,-1.02642,10.6564,14.4657
10.123,-2.97637,-1.03599,10.6022,14.4141
10.0464,-2.98833,-1.04077,10.533,14.3717
9.96748,-3.00508,-1.02642,10.4611,14.3377
9.89092,-3.03857,-1.00249,10.3956,14.3113
9.82393,-3.08882,-0.959424,10.3427,14.2918
9.74736,-3.15103,-0.906787,10.2841,14.2785
9.65644,-3.21323,-0.856543,10.213,14.2705
9.58467,-3.29936,-0.777588,10.1664,14.2674
9.50093,-3.37832,-0.684277,10.1069,14.2686
9.42676,-3.44531,-0.571826,10.0529,14.2741
9.35259,-3.50034,-0.45459,9.9965,14.284
9.29277,-3.53384,-0.351709,9.94823,14.2992
9.23296,-3.57212,-0.253613,9.90312,14.3206
9.18271,-3.58169,-0.160303,9.85781,14.3496
9.12769,-3.60322,-0.076563,9.81345,14.3873
9.0894,-3.61758,0,9.78285,14.4346
9.05352,-3.62476,0.059814,9.75236,14.4923
9.02241,-3.63193,0.105273,9.72656,14.5605
8.9937,-3.61997,0.14834,9.69602,14.6389
8.98892,-3.59126,0.200977,9.68185,14.727
8.98413,-3.56255,0.244043,9.66778,14.8237
8.98892,-3.52188,0.275146,9.65815,14.9274
9.00088,-3.47642,0.29668,9.65346,15.0364
9.02241,-3.42139,0.31582,9.65451,15.1486
9.04634,-3.36396,0.339746,9.65753,15.2618
9.08462,-3.29936,0.356494,9.67177,15.3735
9.12769,-3.2228,0.356494,9.6865,15.4815
9.17314,-3.14385,0.361279,9.70365,15.5836
9.221,-3.06489,0.361279,9.72373,15.6778
9.26167,-2.97637,0.334961,9.73394,15.7625
9.29995,-2.91177,0.30625,9.74994,15.8364
9.34302,-2.85674,0.248828,9.77317,15.8987
9.35498,-2.80649,0.191406,9.76876,15.9488
9.37412,-2.78735,0.107666,9.78034,15.9865
9.38848,-2.78735,0.028711,9.79355,16.0115
9.38848,-2.8041,-0.043066,9.79838,16.0235
9.36455,-2.82803,-0.14834,9.78338,16.0222
9.35977,-2.87588,-0.246436,9.79472,16.0078
9.34302,-2.93569,-0.349316,9.79961,15.9808
9.31909,-3.00029,-0.447412,9.80038,15.9424
9.29517,-3.06968,-0.5479,9.80424,15.8943
9.27363,-3.13906,-0.648389,9.81195,15.8386
9.2521,-3.19888,-0.729736,9.81665,15.7775
9.23057,-3.23955,-0.811084,9.8161,15.7126
9.20186,-3.29936,-0.887646,9.81569,15.6456
9.17314,-3.34722,-0.949854,9.81084,15.5772
9.16597,-3.39985,-1.00249,9.82746,15.5084
9.154,-3.42856,-1.05034,9.83128,15.44
9.14922,-3.4501,-1.07666,9.8372,15.3729
9.14443,-3.45249,-1.08144,9.83412,15.3084
9.1564,-3.44771,-1.08144,9.84357,15.2478
9.1875,-3.42378,-1.07187,9.86313,15.1924
